ambient	plusFe
lcl|FLDA00M02IH9OU	0	2
lcl|FLDA00M02IHAAK	0	1
lcl|FLDA00M02IHBE2	1	12
lcl|FLDA00M02IHBX7	0	3
lcl|FLDA00M02IHML0	0	2
lcl|FLDA00M02IHMYV	0	53
lcl|FLDA00M02IHTDV	0	1
lcl|FLDA00M02IIA5G	0	1
lcl|FLDA00M02IIB2W	5	9
lcl|FLDA00M02IIEJX	0	4
lcl|FLDA00M02IIFCK	0	32
lcl|FLDA00M02IILU0	0	2
lcl|FLDA00M02IILV6	15	35
lcl|FLDA00M02IIO5M	0	10
lcl|FLDA00M02IIQ40	2	10
lcl|FLDA00M02IJ5Y0	0	1
lcl|FLDA00M02IJ9OA	0	1
lcl|FLDA00M02IJACL	0	7
lcl|FLDA00M02IJD1O	2	6
lcl|FLDA00M02IJE2K	0	1
lcl|FLDA00M02IJES8	16	30
lcl|FLDA00M02IJHLW	0	1
lcl|FLDA00M02IJNDR	0	1
lcl|FLDA00M02IJNM3	0	27
lcl|FLDA00M02IJWOJ	0	15
lcl|FLDA00M02IK2PT	67	248
lcl|FLDA00M02IK8ST	0	60
lcl|FLDA00M02IKF03	0	3
lcl|FLDA00M02IKFKF	0	20
lcl|FLDA00M02IKIJC	0	5
lcl|FLDA00M02IKIO1	1	15
lcl|FLDA00M02IKL6Y	0	6
lcl|FLDA00M02IKPV7	0	18
lcl|FLDA00M02IKYLH	9	478
lcl|FLDA00M02IKZM6	23	11
lcl|FLDA00M02IL57H	0	41
lcl|FLDA00M02IL6AK	3	81
lcl|FLDA00M02IL6TT	0	388
lcl|FLDA00M02IL9QF	2	121
lcl|FLDA00M02IL9T2	0	2
lcl|FLDA00M02ILDND	0	33
lcl|FLDA00M02ILH4B	0	46
lcl|FLDA00M02ILT5Z	1	11
lcl|FLDA00M02ILT72	0	73
lcl|FLDA00M02ILXCD	6	10
lcl|FLDA00M02ILYL4	0	17
lcl|FLDA00M02IM23Z	7	98
lcl|FLDA00M02IM2GM	3	12
lcl|FLDA00M02IM2QR	1	2
lcl|FLDA00M02IM86X	1	0
lcl|FLDA00M02IMCDC	9	0
lcl|FLDA00M02IMEBU	23	2
lcl|FLDA00M02IMFD0	0	21
lcl|FLDA00M02IMQSH	0	5
lcl|FLDA00M02IMS19	0	6
lcl|FLDA00M02IMTMA	29	29
lcl|FLDA00M02IMZN9	1	2
lcl|FLDA00M02IMZPH	2	6
lcl|FLDA00M02IN3HM	3	15
lcl|FLDA00M02IN4OB	0	4
lcl|FLDA00M02IN93Z	14	127
lcl|FLDA00M02INBT8	0	19
lcl|FLDA00M02INBUQ	0	8
lcl|FLDA00M02INN3K	0	1
lcl|FLDA00M02INOVO	0	33
lcl|FLDA00M02INP1W	0	1
lcl|FLDA00M02INR9B	0	6
lcl|FLDA00M02INRYX	0	11
lcl|FLDA00M02INSU6	1	0
lcl|FLDA00M02IO39J	0	7
lcl|FLDA00M02IO7H5	0	52
lcl|FLDA00M02IOB17	1	9
lcl|FLDA00M02IODP6	33	41
lcl|FLDA00M02IOEZF	0	4
lcl|FLDA00M02IOH2W	0	96
lcl|FLDA00M02IOH6J	0	296
lcl|FLDA00M02IOLAM	0	4
lcl|FLDA00M02IONVV	0	13
lcl|FLDA00M02IOO1B	0	2
lcl|FLDA00M02IOWKL	2	0
lcl|FLDA00M02IOXOV	0	3
lcl|FLDA00M02IP0ZH	0	133
lcl|FLDA00M02IP2SD	0	94
lcl|FLDA00M02IP9UU	0	30
lcl|FLDA00M02IPCX0	1	0
lcl|FLDA00M02IPF4V	0	81
lcl|FLDA00M02IPFPA	1	0
lcl|FLDA00M02IPFXE	0	1
lcl|FLDA00M02IPHCT	0	42
lcl|FLDA00M02IPL7B	0	15
lcl|FLDA00M02IPOE4	3	6
lcl|FLDA00M02IPPU9	0	39
lcl|FLDA00M02IPUN7	0	46
lcl|FLDA00M02IPUU3	0	1
lcl|FLDA00M02IQ0JZ	0	7
lcl|FLDA00M02IQ0WM	0	486
lcl|FLDA00M02IQ2G7	0	2
lcl|FLDA00M02IQ5YV	2	14
lcl|FLDA00M02IQ8AG	0	3
lcl|FLDA00M02IQHSS	2	81
lcl|FLDA00M02IQHU3	0	1
lcl|FLDA00M02IQLDY	0	81
lcl|FLDA00M02IQNY6	2	94
lcl|FLDA00M02IQUET	0	17
lcl|FLDA00M02IQVOI	0	7
lcl|FLDA00M02IRGH4	0	1
lcl|FLDA00M02IRK3L	1	48
lcl|FLDA00M02IS73G	0	2
lcl|FLDA00M02IS7N0	2	10
lcl|FLDA00M02IS9OS	4	12
lcl|FLDA00M02ISFO9	0	414
lcl|FLDA00M02ISO0L	7	350
lcl|FLDA00M02ISOXX	0	1
lcl|FLDA00M02ISQZ6	2	6
lcl|FLDA00M02ISRWR	0	31
lcl|FLDA00M02ISY1F	1	0
lcl|FLDA00M02ISYIG	0	6
lcl|FLDA00M02ISYKD	1	1
lcl|FLDA00M02IT42M	0	5
lcl|FLDA00M02ITD37	0	5
lcl|FLDA00M02ITRCA	2	15
lcl|FLDA00M02ITRS4	0	1
lcl|FLDA00M02ITTK2	0	8
lcl|FLDA00M02ITTP0	2	0
lcl|FLDA00M02ITU1X	3	0
lcl|FLDA00M02ITXGT	0	33
lcl|FLDA00M02ITXP5	0	19
lcl|FLDA00M02ITXT6	0	10
lcl|FLDA00M02IU8XA	0	56
lcl|FLDA00M02IUEO3	2	15
lcl|FLDA00M02IUJCT	0	1
lcl|FLDA00M02IUMDX	0	5
lcl|FLDA00M02IUS65	1	10
lcl|FLDA00M02IV348	0	4
lcl|FLDA00M02IV5H6	2	0
lcl|FLDA00M02IVPSF	10	6
lcl|FLDA00M02IVSI1	5	2
lcl|FLDA00M02IVUKQ	0	1
lcl|FLDA00M02IVX98	0	1
lcl|FLDA00M02IVXQL	59	0
lcl|FLDA00M02IVYFO	0	27
lcl|FLDA00M02IVYVR	0	23
lcl|FLDA00M02IW2LU	0	20
lcl|FLDA00M02IW2S7	9	0
lcl|FLDA00M02IW5NH	1	5
lcl|FLDA00M02IW75R	0	38
lcl|FLDA00M02IW885	0	47
lcl|FLDA00M02IW9HR	0	67
lcl|FLDA00M02IW9UD	0	18
lcl|FLDA00M02IWALE	0	12
lcl|FLDA00M02IWD8H	0	1
lcl|FLDA00M02IWDC7	0	9
lcl|FLDA00M02IWDEE	1	0
lcl|FLDA00M02IWG29	9	0
lcl|FLDA00M02IWG9B	5	23
lcl|FLDA00M02IWIU5	7	42
lcl|FLDA00M02IWJ76	0	114
lcl|FLDA00M02IWM81	0	2
lcl|FLDA00M02IWP45	0	3
lcl|FLDA00M02IWPWS	8	0
lcl|FLDA00M02IWT2E	0	3
lcl|FLDA00M02IWVG3	0	30
lcl|FLDA00M02IX7RV	0	3
lcl|FLDA00M02IX7WH	0	63
lcl|FLDA00M02IXACM	0	4
lcl|FLDA00M02IXDHC	4	11
lcl|FLDA00M02IXE47	4	29
lcl|FLDA00M02IXGRH	0	3
lcl|FLDA00M02IXIXG	0	6
lcl|FLDA00M02IXJV1	0	3
lcl|FLDA00M02IXPS3	0	3
lcl|FLDA00M02IXS0C	1	0
lcl|FLDA00M02IXTEK	0	8
lcl|FLDA00M02IXV1M	0	7
lcl|FLDA00M02IY0A5	3	0
lcl|FLDA00M02IY2RK	0	8
lcl|FLDA00M02IY3FW	0	2
lcl|FLDA00M02IY8HO	0	2
lcl|FLDA00M02IYOQX	7	9
lcl|FLDA00M02IYQ9E	11	4
lcl|FLDA00M02IYUP6	0	1
lcl|FLDA00M02IYZ0L	4	0
lcl|FLDA00M02IZ4GV	0	3
lcl|FLDA00M02IZ80G	7	32
lcl|FLDA00M02IZ8ES	0	327
lcl|FLDA00M02IZCVY	4	6
lcl|FLDA00M02IZE60	0	8
lcl|FLDA00M02IZFTE	3	261
lcl|FLDA00M02IZN7D	1	0
lcl|FLDA00M02IZPS4	0	27
lcl|FLDA00M02IZSMP	0	2
lcl|FLDA00M02IZW1F	5	75
lcl|FLDA00M02J0Q3L	0	6
lcl|FLDA00M02JA4DB	0	1
lcl|FLDA00M02JA777	0	29
lcl|FLDA00M02JA8FF	0	50
lcl|FLDA00M02JABS6	0	1
lcl|FLDA00M02JAFNJ	1	0
lcl|FLDA00M02JAJQ4	0	300
lcl|FLDA00M02JAOKO	0	33
lcl|FLDA00M02JASIQ	2	14
lcl|FLDA00M02JBD01	0	11
lcl|FLDA00M02JBG5X	0	8
lcl|FLDA00M02JBIGB	0	5
lcl|FLDA00M02JCC65	0	1
lcl|FLDA00M02JCJT6	0	79
lcl|FLDA00M02JCPD3	0	30
lcl|FLDA00M02JD2IB	14	244
lcl|FLDA00M02JDAKM	0	5
lcl|FLDA00M02JDAMT	0	2
lcl|FLDA00M02JDBNM	1	7
lcl|FLDA00M02JDCVU	1	3
lcl|FLDA00M02JDE4S	1	0
lcl|FLDA00M02JDHHF	0	1
lcl|FLDA00M02JDRN7	0	5
lcl|FLDA00M02JDT86	0	14
lcl|FLDA00M02JEN2D	0	61
lcl|FLDA00M02JEPQS	4	5
lcl|FLDA00M02JEZQ1	2	127
lcl|FLDA00M02JF2N7	1	2
lcl|FLDA00M02JF7TD	0	27
lcl|FLDA00M02JFMXW	1	4
lcl|FLDA00M02JFOVT	0	22
lcl|FLDA00M02JFQUU	2	4
lcl|FLDA00M02JG0FY	9	0
lcl|FLDA00M02JG5HI	3	6
lcl|FLDA00M02JGHP7	0	178
lcl|FLDA00M02JGKH6	5	0
lcl|FLDA00M02JGQTO	0	3
lcl|FLDA00M02JGTXE	0	2
lcl|FLDA00M02JH0WP	2	41
lcl|FLDA00M02JH758	1	0
lcl|FLDA00M02JHARH	2	7
lcl|FLDA00M02JHC6V	0	73
lcl|FLDA00M02JHG1J	0	117
lcl|FLDA00M02JHHFI	0	7
lcl|FLDA00M02JI5R3	0	34
lcl|FLDA00M02JIBFK	1	18
lcl|FLDA00M02JIF3V	0	6
lcl|FLDA00M02JJLWW	0	182
lcl|FLDA00M02JJQL2	0	11
lcl|FLDA00M02JJS4X	0	3
lcl|FLDA00M02JJS76	0	18
lcl|FLDA00M02JK4QO	1	7
lcl|FLDA00M02JK8AB	8	0
lcl|FLDA00M02JKIEF	10	0
lcl|FLDA00M02JKL6E	0	15
lcl|FLDA00M02JKYG3	1	41
lcl|FLDA00M02JL3U5	0	10
lcl|FLDA00M02JLF49	0	15
lcl|FLDA00M02JLFND	0	7
lcl|FLDA00M02JLQS2	1	5
lcl|FLDA00M02JLXSB	0	6
lcl|FLDA00M02JM197	0	3
lcl|FLDA00M02JM8IO	0	8
lcl|FLDA00M02JMV0S	5	49
lcl|FLDA00M02JN46V	0	2
lcl|FLDA00M02JN5EJ	24	12
lcl|FLDA00M02JN5YI	2	1
lcl|FLDA00M02JNFCM	2	2
lcl|FLDA00M02JNLBQ	0	4
lcl|FLDA00M02JNYEK	3	8
lcl|FLDA00M02JOGOP	0	7
lcl|FLDA00M02JOZT1	4	7
lcl|FLDA00M02JPBGI	0	19
lcl|FLDA00M02JPC4M	4	19
lcl|FLDA00M02JPJN3	0	11
lcl|FLDA00M02JPU6N	0	5
lcl|FLDA00M02JQNP5	6	42
lcl|FLDA00M02JQT78	0	2
lcl|FLDA00M02JRMB1	32	28
lcl|FLDA00M02JRX9P	0	12
lcl|FLDA00M02JS07R	0	6
lcl|FLDA00M02JSMGI	1	23
lcl|FLDA00M02JSX86	0	6
lcl|FLDA00M02JTP7Y	96	0
lcl|FLDA00M02JTW5G	0	6
lcl|FLDA00M02JU5QK	1	1
lcl|FLDA00M02JUCNM	0	13
lcl|FLDA00M02JUTAJ	0	2
lcl|FLDA00M02JVI5O	0	2
lcl|FLDA00M02JVZEO	52	32
lcl|FLDA00M02JX592	6	47
lcl|FLDA00M02JYPEV	1	0
lcl|FLTNPN101A1LG8	1	0
lcl|FLTNPN101A26NZ	7	1
lcl|FLTNPN101A27HV	19	59
lcl|FLTNPN101A2T09	1	1
lcl|FLTNPN101A2ZIR	3	0
lcl|FLTNPN101A306W	16	0
lcl|FLTNPN101A3FBF	6	3
lcl|FLTNPN101A3VU4	22	6
lcl|FLTNPN101A4GD9	0	4
lcl|FLTNPN101A4J55	70	13
lcl|FLTNPN101A52U2	0	6
lcl|FLTNPN101A5595	3	0
lcl|FLTNPN101A5E4X	2	0
lcl|FLTNPN101A6JCB	0	1
lcl|FLTNPN101A6MX5	271	5
lcl|FLTNPN101A7Q45	6	14
lcl|FLTNPN101A80EM	18	2
lcl|FLTNPN101A856Y	0	1
lcl|FLTNPN101A87PM	0	8
lcl|FLTNPN101A9EOP	2	0
lcl|FLTNPN101A9FGZ	1	0
lcl|FLTNPN101A9R52	3	19
lcl|FLTNPN101A9VLM	0	2
lcl|FLTNPN101A9XPT	0	49
lcl|FLTNPN101AIS08	6	7
lcl|FLTNPN101AIWL3	0	1
lcl|FLTNPN101AJMDM	27	4
lcl|FLTNPN101AK60K	7	0
lcl|FLTNPN101AKORB	1	2
lcl|FLTNPN101AN8YV	1	1
lcl|FLTNPN101ANOE0	19	22
lcl|FLTNPN101ANP15	1	0
lcl|FLTNPN101ANWCJ	1	0
lcl|FLTNPN101APHRU	0	3
lcl|FLTNPN101APMZ1	2	0
lcl|FLTNPN101AQ5TB	1	0
lcl|FLTNPN101ARIZZ	1	0
lcl|FLTNPN101AS9WC	0	16
lcl|FLTNPN101ASOLZ	2	5
lcl|FLTNPN101ATY1B	0	4
lcl|FLTNPN101AU30I	1	0
lcl|FLTNPN101AU5QF	0	5
lcl|FLTNPN101AU98N	0	4
lcl|FLTNPN101AUK1F	48	20
lcl|FLTNPN101AUNT5	3	0
lcl|FLTNPN101AUSWO	1	0
lcl|FLTNPN101AUXET	0	8
lcl|FLTNPN101AV5O9	1	8
lcl|FLTNPN101AVA5V	4	0
lcl|FLTNPN101AVWBO	2	0
lcl|FLTNPN101AW4LP	1	5
lcl|FLTNPN101AW4LV	0	4
lcl|FLTNPN101AWIJX	0	5
lcl|FLTNPN101AWL2W	0	1
lcl|FLTNPN101AX065	1	0
lcl|FLTNPN101AXO2A	0	30
lcl|FLTNPN101AXTHO	0	3
lcl|FLTNPN101AXU0A	4	1
lcl|FLTNPN101AYJB7	0	15
lcl|FLTNPN101AYWQD	1	0
lcl|FLTNPN101AYYNB	29	0
lcl|FLTNPN101AZ245	8	0
lcl|FLTNPN101AZ7NU	0	18
lcl|FLTNPN101AZNU5	2	0
lcl|FLTNPN101AZX0K	0	2
lcl|FLTNPN101AZXBV	0	1
lcl|FLTNPN101B098N	0	2
lcl|FLTNPN101B0I9U	22	0
lcl|FLTNPN101B0T1Y	2	1
lcl|FLTNPN101B1Q3V	9	6
lcl|FLTNPN101B205E	0	30
lcl|FLTNPN101B298U	1	0
lcl|FLTNPN101B2EWK	5	23
lcl|FLTNPN101B2JOZ	0	4
lcl|FLTNPN101B35AM	1	8
lcl|FLTNPN101B3DTM	3	0
lcl|FLTNPN101B3LVT	0	3
lcl|FLTNPN101B3O6Y	3	1
lcl|FLTNPN101B4LK0	0	139
lcl|FLTNPN101B4V05	0	3
lcl|FLTNPN101B59BI	1	0
lcl|FLTNPN101B6040	0	4
lcl|FLTNPN101B6DDN	0	8
lcl|FLTNPN101B6MC2	7	2
lcl|FLTNPN101B6MKC	0	2
lcl|FLTNPN101B6PKH	7	9
lcl|FLTNPN101B73ML	10	0
lcl|FLTNPN101B7C9I	1	0
lcl|FLTNPN101B7SDL	26	0
lcl|FLTNPN101B86BV	0	3
lcl|FLTNPN101B8IR4	0	1
lcl|FLTNPN101B95I6	6	8
lcl|FLTNPN101B96SA	4	5
lcl|FLTNPN101B9JXI	1	2
lcl|FLTNPN101B9S6M	17	2
lcl|FLTNPN101BA5HE	294	11
lcl|FLTNPN101BAE3H	2	0
lcl|FLTNPN101BAYT9	6	0
lcl|FLTNPN101BB9NJ	0	4
lcl|FLTNPN101BBAQ4	4	3
lcl|FLTNPN101BBLU5	1	0
lcl|FLTNPN101BBMH7	3	0
lcl|FLTNPN101BBVCA	3	1
lcl|FLTNPN101BC06H	0	1
lcl|FLTNPN101BCFTK	2	0
lcl|FLTNPN101BDGFA	0	10
lcl|FLTNPN101BDZQE	105	48
lcl|FLTNPN101BEZ00	0	1
lcl|FLTNPN101BFDW3	3	4
lcl|FLTNPN101BG55Q	149	0
lcl|FLTNPN101BH8CU	6	0
lcl|FLTNPN101BHB5F	0	2
lcl|FLTNPN101BHBBU	22	1
lcl|FLTNPN101BHCZN	10	8
lcl|FLTNPN101BI2VZ	0	7
lcl|FLTNPN101BI4OP	0	97
lcl|FLTNPN101BIASY	2	0
lcl|FLTNPN101BICHI	15	1
lcl|FLTNPN101BINPJ	4	0
lcl|FLTNPN101BISRD	27	5
lcl|FLTNPN101BJF5G	3	0
lcl|FLTNPN101BJFQ5	64	34
lcl|FLTNPN101BJNMX	1	0
lcl|FLTNPN101BKA9D	0	1
lcl|FLTNPN101BKN2F	6	0
lcl|FLTNPN101BLGTL	17	4
lcl|FLTNPN101BLS94	5	7
lcl|FLTNPN101BLY7A	201	0
lcl|FLTNPN101BNWWV	4	0
lcl|FLTNPN101BO8MT	2	0
lcl|FLTNPN101BOF28	15	12
lcl|FLTNPN101BOIJD	5	31
lcl|FLTNPN101BOJLL	0	2
lcl|FLTNPN101BOLY4	3	0
lcl|FLTNPN101BOLYV	2	1
lcl|FLTNPN101BOY1G	1	3
lcl|FLTNPN101BOYZY	7	0
lcl|FLTNPN101BPDY3	0	1
lcl|FLTNPN101BPEIF	2	4
lcl|FLTNPN101BPGZ2	11	1
lcl|FLTNPN101BQUWU	1	0
lcl|FLTNPN101BR0MN	0	2
lcl|FLTNPN101BR4TC	2	0
lcl|FLTNPN101BR7GN	7	0
lcl|FLTNPN101BR8F6	1	0
lcl|FLTNPN101BRGMS	62	4
lcl|FLTNPN101BRZFD	2	0
lcl|FLTNPN101BS7IY	8	0
lcl|FLTNPN101BSKAA	2	34
lcl|FLTNPN101BSLBN	1	1
lcl|FLTNPN101BSN9P	4	0
lcl|FLTNPN101BTISU	0	1
lcl|FLTNPN101BTX4R	0	1
lcl|FLTNPN101BU6PK	1	3
lcl|FLTNPN101BUGL5	11	4
lcl|FLTNPN101BUW6Q	5	0
lcl|FLTNPN101BV161	26	2
lcl|FLTNPN101BV2KL	13	5
lcl|FLTNPN101BV3VD	16	11
lcl|FLTNPN101BVTGB	3	0
lcl|FLTNPN101BVX38	0	1
lcl|FLTNPN101BWC5B	10	0
lcl|FLTNPN101BWL94	1	2
lcl|FLTNPN101BX2MS	3	2
lcl|FLTNPN101BX3Y8	2	0
lcl|FLTNPN101BXDST	1	0
lcl|FLTNPN101BXGMG	0	18
lcl|FLTNPN101BXM96	2	12
lcl|FLTNPN101BXQJ1	5	0
lcl|FLTNPN101BXRYI	0	9
lcl|FLTNPN101BYHL5	1	0
lcl|FLTNPN101BYO6V	0	1
lcl|FLTNPN101BYSBJ	2	0
lcl|FLTNPN101BYYVO	2	19
lcl|FLTNPN101C09G8	11	83
lcl|FLTNPN101C0CG6	5	16
lcl|FLTNPN101C0P1Q	0	3
lcl|FLTNPN101C16VY	0	1
lcl|FLTNPN101C1I1B	84	11
lcl|FLTNPN101C1N8S	0	1
lcl|FLTNPN101C1RX1	6	4
lcl|FLTNPN101C2D0N	3	3
lcl|FLTNPN101C3F7T	0	2
lcl|FLTNPN101C3GQH	1	0
lcl|FLTNPN101C3JJ0	6	25
lcl|FLTNPN101C41TG	0	4
lcl|FLTNPN101C44H4	1	0
lcl|FLTNPN101C4HGC	12	2
lcl|FLTNPN101C4IM8	0	7
lcl|FLTNPN101C4UY4	3	0
lcl|FLTNPN101C4VEH	11	0
lcl|FLTNPN101C5596	12	10
lcl|FLTNPN101C566O	8	21
lcl|FLTNPN101C58GH	1	1
lcl|FLTNPN101C5BZW	33	3
lcl|FLTNPN101C5T4Y	0	17
lcl|FLTNPN101C5XIW	0	8
lcl|FLTNPN101C710S	0	3
lcl|FLTNPN101C71KO	0	2
lcl|FLTNPN101C724X	2	0
lcl|FLTNPN101C784S	4	3
lcl|FLTNPN101C88PR	0	5
lcl|FLTNPN101C8H36	12	2
lcl|FLTNPN101C8MET	7	0
lcl|FLTNPN101C8MGU	0	3
lcl|FLTNPN101C8QCR	0	2
lcl|FLTNPN101C8ZNU	7	0
lcl|FLTNPN101C9C4D	2	7
lcl|FLTNPN101C9QFZ	0	1
lcl|FLTNPN101CA7AX	20	2
lcl|FLTNPN101CAGVO	21	22
lcl|FLTNPN101CAONS	0	10
lcl|FLTNPN101CAPVM	1	1
lcl|FLTNPN101CBB29	18	19
lcl|FLTNPN101CBLUU	1	0
lcl|FLTNPN101CC9ON	2	0
lcl|FLTNPN101CCA19	3	40
lcl|FLTNPN101CCSDU	0	1
lcl|FLTNPN101CCVQD	2	0
lcl|FLTNPN101CCXQW	0	8
lcl|FLTNPN101CDC4V	2	12
lcl|FLTNPN101CDPCZ	0	1
lcl|FLTNPN101CE60N	41	95
lcl|FLTNPN101CEBQW	2	0
lcl|FLTNPN101CEFWM	14	1
lcl|FLTNPN101CERGS	27	3
lcl|FLTNPN101CETQP	4	1
lcl|FLTNPN101CFFR1	15	0
lcl|FLTNPN101CFZL7	7	20
lcl|FLTNPN101CG1NZ	7	5
lcl|FLTNPN101CGLZ4	0	3
lcl|FLTNPN101CHF7V	0	55
lcl|FLTNPN101CHFME	1	19
lcl|FLTNPN101CHNQE	5	1
lcl|FLTNPN101CI65Y	0	8
lcl|FLTNPN101CIATW	3	4
lcl|FLTNPN101CJ20R	3	2
lcl|FLTNPN101CJ58J	1	3
lcl|FLTNPN101CJ69X	18	14
lcl|FLTNPN101CJB46	6	22
lcl|FLTNPN101CJBO6	0	3
lcl|FLTNPN101CJOLZ	7	13
lcl|FLTNPN101CJPL6	4	2
lcl|FLTNPN101CJR9T	0	3
lcl|FLTNPN101CK6GY	2	7
lcl|FLTNPN101CK70K	0	2
lcl|FLTNPN101CKAH4	1	0
lcl|FLTNPN101CKNAD	0	1
lcl|FLTNPN101CKRL5	5	1
lcl|FLTNPN101CKT62	59	16
lcl|FLTNPN101CKTYX	34	0
lcl|FLTNPN101CL0SU	0	13
lcl|FLTNPN101CL2BU	1	1
lcl|FLTNPN101CLPP4	1	0
lcl|FLTNPN101CLPPF	1	0
lcl|FLTNPN101CM00M	2	1
lcl|FLTNPN101CM921	9	4
lcl|FLTNPN101CMCUM	1	0
lcl|FLTNPN101CMLKN	37	2
lcl|FLTNPN101CMOSD	2	4
lcl|FLTNPN101CNUUM	38	0
lcl|FLTNPN101COJ3J	26	0
lcl|FLTNPN101COP2Y	0	3
lcl|FLTNPN101COW5I	5	0
lcl|FLTNPN101COWH0	13	3
lcl|FLTNPN101COYXU	22	5
lcl|FLTNPN101CP907	3	51
lcl|FLTNPN101CPRSB	0	9
lcl|FLTNPN101CPZSG	6	0
lcl|FLTNPN101CQ360	2	3
lcl|FLTNPN101CQFST	0	1
lcl|FLTNPN101CQJC2	0	7
lcl|FLTNPN101CQK9J	0	2
lcl|FLTNPN101CRKLQ	2	14
lcl|FLTNPN101CROCR	4	0
lcl|FLTNPN101CSQ61	1	0
lcl|FLTNPN101CSW4V	4	8
lcl|FLTNPN101CTOMX	4	2
lcl|FLTNPN101CTYDE	4	0
lcl|FLTNPN101CU24F	4	0
lcl|FLTNPN101CU6XD	0	33
lcl|FLTNPN101CV8OE	1	5
lcl|FLTNPN101CVT14	1	1
lcl|FLTNPN101CVXKO	27	0
lcl|FLTNPN101CVXWS	3	1
lcl|FLTNPN101CWB16	3	6
lcl|FLTNPN101CX6EV	1	0
lcl|FLTNPN101CX6PV	57	10
lcl|FLTNPN101CX6VW	5	0
lcl|FLTNPN101CX78T	1	0
lcl|FLTNPN101CZMVU	1	1
lcl|FLTNPN101CZP8I	1	0
lcl|FLTNPN101CZT0C	2	1
lcl|FLTNPN101D0681	0	13
lcl|FLTNPN101D0AN8	7	0
lcl|FLTNPN101D0NEX	41	0
lcl|FLTNPN101D0X3K	0	6
lcl|FLTNPN101D11SI	12	0
lcl|FLTNPN101D1DCP	6	0
lcl|FLTNPN101D28PH	1	11
lcl|FLTNPN101D2AC1	4	10
lcl|FLTNPN101D3JUB	649	87
lcl|FLTNPN101D3LD5	0	1
lcl|FLTNPN101D3NBK	29	0
lcl|FLTNPN101D426I	43	0
lcl|FLTNPN101D4EUT	1	0
lcl|FLTNPN101D5CTP	0	2
lcl|FLTNPN101D5NSK	5	0
lcl|FLTNPN101D79VD	2	0
lcl|FLTNPN101D8KJH	8	0
lcl|FLTNPN101D8P4O	0	2
lcl|FLTNPN101D8SCH	15	0
lcl|FLTNPN101D93IK	0	1
lcl|FLTNPN101D9A18	1	5
lcl|FLTNPN101D9KNL	0	1
lcl|FLTNPN101DADNO	2	0
lcl|FLTNPN101DAJ4Q	1	0
lcl|FLTNPN101DAPKB	90	24
lcl|FLTNPN101DBFNB	6	0
lcl|FLTNPN101DBOS3	5	0
lcl|FLTNPN101DBSBK	0	2
lcl|FLTNPN101DCDPN	170	8
lcl|FLTNPN101DCONW	2	0
lcl|FLTNPN101DDJTO	2	3
lcl|FLTNPN101DDL1H	4	0
lcl|FLTNPN101DDWYM	18	0
lcl|FLTNPN101DEPRO	10	28
lcl|FLTNPN101DESGD	12	3
lcl|FLTNPN101DEY4E	0	11
lcl|FLTNPN101DFFHI	2	4
lcl|FLTNPN101DFWD5	4	0
lcl|FLTNPN101DFZ3N	1	52
lcl|FLTNPN101DG4VM	0	3
lcl|FLTNPN101DGE6A	8	5
lcl|FLTNPN101DGLBO	0	9
lcl|FLTNPN101DGONO	2	1
lcl|FLTNPN101DGS9Y	1	0
lcl|FLTNPN101DHD4G	13	0
lcl|FLTNPN101DHFSH	2	0
lcl|FLTNPN101DHOMK	0	9
lcl|FLTNPN101DHQ2V	1	0
lcl|FLTNPN101DI56E	1	0
lcl|FLTNPN101DI9JX	0	5
lcl|FLTNPN101DIBG3	2	0
lcl|FLTNPN101DIYY9	11	1
lcl|FLTNPN101DJ77W	0	3
lcl|FLTNPN101DJBZS	110	0
lcl|FLTNPN101DJI47	16	9
lcl|FLTNPN101DK6XR	39	72
lcl|FLTNPN101DL8CX	1	0
lcl|FLTNPN101DLRSI	3	0
lcl|FLTNPN101DM9KS	1	0
lcl|FLTNPN101DN9PG	0	4
lcl|FLTNPN101DND7L	0	1
lcl|FLTNPN101DNR6V	282	20
lcl|FLTNPN101DOR4N	0	6
lcl|FLTNPN101DORZH	14	6
lcl|FLTNPN101DP9GC	145	17
lcl|FLTNPN101DPGUB	21	4
lcl|FLTNPN101DPIO3	0	1
lcl|FLTNPN101DQ5BO	2	2
lcl|FLTNPN101DQI1X	2	4
lcl|FLTNPN101DQZ6L	1	0
lcl|FLTNPN101DR4CW	1	2
lcl|FLTNPN101DR6VC	1	6
lcl|FLTNPN101DRDIM	0	1
lcl|FLTNPN101DS30M	1	5
lcl|FLTNPN101DS7BW	0	5
lcl|FLTNPN101DSBTH	3	1
lcl|FLTNPN101DSCE6	8	1
lcl|FLTNPN101DSFVM	6	4
lcl|FLTNPN101DTHWT	3	6
lcl|FLTNPN101DTJDM	1	1
lcl|FLTNPN101DTKVO	1	3
lcl|FLTNPN101DTV79	0	1
lcl|FLTNPN101DU20X	4	0
lcl|FLTNPN101DU84H	6	0
lcl|FLTNPN101DW7A4	21	7
lcl|FLTNPN101DWCRL	0	2
lcl|FLTNPN101DWGDA	6	0
lcl|FLTNPN101DWLBT	8	0
lcl|FLTNPN101DWRKV	1	0
lcl|FLTNPN101DXDKN	0	90
lcl|FLTNPN101DXDR6	2	0
lcl|FLTNPN101DY17Y	0	1
lcl|FLTNPN101DYIO4	0	2
lcl|FLTNPN101DZ9NQ	0	2
